"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
3740, 2205.71883612458, 722.125291730176, 3318.2544453335, 3661.2341360252, 40.2366855126585, 116.2195204444, 96.7095654363939
3741, 2286.92678259148, 781.837576086687, 3318.2544453335, 3661.2341360252, 43.5478698084868, 125.929871925506, 96.7095654363939
3742, 2352.41791308757, 830.25829615913, 3318.2544453335, 3661.2341360252, 46.332404833146, 134.097285439144, 96.7095654363939
3743, 2115.16728025185, 655.961581823672, 3318.2544453335, 3661.2341360252, 36.7270866957494, 105.928754740391, 96.7095654363939
3744, 1862.66799610807, 473.807851841024, 3318.2544453335, 3661.2341360252, 27.9446943047108, 80.1831417302463, 96.7095654363939
3745, 1654.80253829671, 330.830362241616, 3318.2544453335, 3661.2341360252, 21.930925042772, 62.5790591156766, 96.7095654363939
3746, 1528.03441160958, 241.993072150023, 3318.2544453335, 3661.2341360252, 18.6422999039178, 52.9432972139445, 96.7095654363939
3747, 1461.17724230382, 198.228850535474, 3318.2544453335, 3661.2341360252, 17.1312931748467, 48.5322509891428, 96.7095654363939
3748, 1421.9772262539, 171.046005132706, 3318.2544453335, 3661.2341360252, 16.2406098121449, 45.9234227337703, 96.7095654363939
3749, 1423.33567127856, 171.990664953254, 3318.2544453335, 3661.2341360252, 16.2706124576902, 46.0109607561259, 96.7095654363939
3750, 1450.54535427159, 190.849346163841, 3318.2544453335, 3661.2341360252, 16.8861512549145, 47.8138442629842, 96.7095654363939
3751, 1492.90862436046, 220.2831350017, 3318.2544453335, 3661.2341360252, 17.8779479253154, 50.7195061939599, 96.7095654363939
3752, 1653.08820833337, 332.42567107827, 3318.2544453335, 3661.2341360252, 21.9919270335596, 62.7731651207801, 96.7095654363939
3753, 1853.20766325894, 474.432113397239, 3318.2544453335, 3661.2341360252, 27.9511511512489, 80.2383872274658, 96.7095654363939
3754, 2021.82761265136, 595.754967663505, 3318.2544453335, 3661.2341360252, 33.689375811049, 97.0610138502819, 96.7095654363939
