hour, t(sec), P1 (kW), P2 (kW), P3 (kW)
6218, 0.00000, 712.673, 624.797, 694.928
6219, 0.00000, 705.148, 613.694, 677.452
6220, 0.00000, 746.943, 637.772, 726.807
6221, 0.00000, 721.078, 620.37, 736.915
6222, 0.00000, 817.474, 707.052, 825.692
6223, 0.00000, 832.048, 699.741, 808.174
6224, 0.00000, 892.294, 749.764, 888.978
6225, 0.00000, 927.449, 794.093, 933.315
6226, 0.00000, 993.437, 827.873, 940.193
6227, 0.00000, 1000.37, 863.159, 1006.94
6228, 0.00000, 998.603, 865.893, 982.964
6229, 0.00000, 964.824, 857.015, 959.251
6230, 0.00000, 1014.58, 900.668, 992.966
6231, 0.00000, 1016.64, 896.258, 1012.79
6232, 0.00000, 1017.87, 916.085, 1013.69
6233, 0.00000, 990.913, 880.63, 983.602
6234, 0.00000, 917.534, 836.173, 934.969
6235, 0.00000, 949.79, 860.427, 962.796
6236, 0.00000, 963.721, 854.601, 964.442
6237, 0.00000, 978.625, 872.964, 972.156
6238, 0.00000, 895.797, 779.329, 880.891
6239, 0.00000, 852.608, 734.536, 830.849
6240, 0.00000, 792.621, 719.512, 798.527
6241, 0.00000, 751.251, 657.807, 729.749
6242, 0.00000, 710.272, 621.012, 712.559
6243, 0.00000, 709.267, 626.767, 713.023
6244, 0.00000, 738.202, 642.733, 711.373
6245, 0.00000, 722.747, 636.559, 714.914
6246, 0.00000, 810.271, 689.14, 775.139
6247, 0.00000, 847.333, 717.843, 815.167
6248, 0.00000, 843.432, 722.353, 849.162
6249, 0.00000, 921.696, 784.288, 923.001
6250, 0.00000, 985.373, 874.636, 979.895
6251, 0.00000, 1001.6, 896.432, 1009.71
6252, 0.00000, 1049.94, 923.209, 1043.32
6253, 0.00000, 1089.11, 960.912, 1066.89
6254, 0.00000, 1089.7, 968.254, 1076.65
6255, 0.00000, 1095.09, 960.149, 1074.35
6256, 0.00000, 1106.1, 989.902, 1092.06
6257, 0.00000, 1105.7, 975.934, 1078.92
6258, 0.00000, 1048.24, 936.438, 1046.66
6259, 0.00000, 992.323, 886.881, 978.03
6260, 0.00000, 1038.92, 929.747, 1015.52
6261, 0.00000, 1004.4, 885.818, 993.263
6262, 0.00000, 973.943, 850.036, 927.436
6263, 0.00000, 872.374, 793.873, 868.294
6264, 0.00000, 825.733, 740.111, 814.859
6265, 0.00000, 809.545, 740.193, 801.416
6266, 0.00000, 797.715, 726.908, 792.064
6267, 0.00000, 767.784, 690.037, 745.895
6268, 0.00000, 723.77, 648.014, 726.539
6269, 0.00000, 775.645, 689.414, 771.417
6270, 0.00000, 834.429, 758.696, 833.688
6271, 0.00000, 851.355, 763.787, 847.063
6272, 0.00000, 863.877, 773.831, 862.634
6273, 0.00000, 919.992, 816.291, 912.557
6274, 0.00000, 984.644, 867.326, 981.904
6275, 0.00000, 986.195, 890.009, 1001.34
6276, 0.00000, 992.247, 887.636, 989.622
6277, 0.00000, 974.482, 862.077, 977.851
6278, 0.00000, 961.324, 859.328, 950.58
6279, 0.00000, 946.746, 847.073, 931.933
6280, 0.00000, 917.831, 808.038, 886.734
6281, 0.00000, 877.769, 775.085, 857.331
6282, 0.00000, 869.422, 780.329, 857.221
6283, 0.00000, 854.497, 762.369, 856.889
6284, 0.00000, 949.418, 844.16, 947.488
6285, 0.00000, 870.714, 776.89, 861.001
6286, 0.00000, 879.226, 795.898, 887.18
6287, 0.00000, 863.813, 761.409, 862.001
6288, 0.00000, 769.602, 677.26, 765.575
6289, 0.00000, 789.905, 685.694, 770.789
6290, 0.00000, 768.227, 659.899, 750.002
6291, 0.00000, 761.649, 666.954, 765.935
6292, 0.00000, 758.311, 674.087, 757.93
6293, 0.00000, 766.099, 670.553, 752.692
6294, 0.00000, 876.582, 760.137, 873.609
6295, 0.00000, 798.016, 689.491, 808.091
6296, 0.00000, 826.963, 699.976, 816.417
6297, 0.00000, 837.906, 717.903, 868.377
6298, 0.00000, 949.362, 799.086, 929.599
6299, 0.00000, 915.421, 779.252, 890.989
6300, 0.00000, 884.564, 777.516, 917.717
6301, 0.00000, 936.08, 823.558, 934.927
6302, 0.00000, 929.147, 822.191, 903.686
6303, 0.00000, 928.286, 815.323, 924.677
6304, 0.00000, 924.317, 818.079, 906.104
6305, 0.00000, 905.858, 815.398, 915.891
6306, 0.00000, 874.364, 792.977, 884.803
6307, 0.00000, 886.135, 786.977, 875.77
6308, 0.00000, 933.086, 828.538, 913.986
6309, 0.00000, 923.381, 800.519, 894.424
6310, 0.00000, 920.862, 802.692, 910.159
6311, 0.00000, 853.747, 750.516, 846.535
6312, 0.00000, 830.445, 737.288, 808.552
6313, 0.00000, 795.717, 696.94, 773.496
6314, 0.00000, 782.004, 680.406, 774.495
6315, 0.00000, 773.609, 674.061, 764.016
6316, 0.00000, 727.283, 641.137, 714.759
6317, 0.00000, 733.453, 645.126, 732.164
6318, 0.00000, 812.062, 700.385, 782.016
6319, 0.00000, 824.125, 689.669, 816.438
6320, 0.00000, 754.764, 639.841, 762.285
6321, 0.00000, 836.452, 698.932, 815.594
6322, 0.00000, 839.424, 709.753, 868.351
6323, 0.00000, 825.698, 724.643, 853.606
6324, 0.00000, 871.294, 746.376, 885.195
6325, 0.00000, 862.901, 734.811, 867.678
6326, 0.00000, 923.46, 805.888, 926.918
6327, 0.00000, 923.712, 814.472, 911.675
6328, 0.00000, 832.286, 771.637, 863.935
6329, 0.00000, 867.098, 775.377, 877.318
6330, 0.00000, 891.77, 809.679, 904.224
6331, 0.00000, 923.106, 826.935, 939.5
6332, 0.00000, 973.162, 848.283, 958.715
6333, 0.00000, 930, 826.93, 921.075
6334, 0.00000, 900.433, 792.224, 887.691
6335, 0.00000, 872.651, 755.467, 858.628
6336, 0.00000, 810, 736.06, 814.559
6337, 0.00000, 784.245, 679.669, 794.962
6338, 0.00000, 759.394, 671.502, 804.253
6339, 0.00000, 751.803, 657.435, 742.556
6340, 0.00000, 745.318, 650.11, 740.163
6341, 0.00000, 771.531, 683.624, 776.048
6342, 0.00000, 818.256, 716.246, 817.027
6343, 0.00000, 828.876, 730.269, 844.06
6344, 0.00000, 876.244, 752.475, 884.105
6345, 0.00000, 901.229, 790.778, 907.328
6346, 0.00000, 963.871, 863.081, 980.132
6347, 0.00000, 987.575, 890.848, 1014.64
6348, 0.00000, 1017.49, 938.446, 1023.18
6349, 0.00000, 986.561, 904.646, 1011.36
6350, 0.00000, 1085.92, 962.548, 1089.51
6351, 0.00000, 1106.87, 989.603, 1103.69
6352, 0.00000, 1079.63, 971.143, 1084.61
6353, 0.00000, 1045.55, 935.432, 1046.28
6354, 0.00000, 1041.54, 930.611, 1040.03
6355, 0.00000, 960.213, 869.95, 983.229
6356, 0.00000, 1049.97, 948.805, 1048.2
6357, 0.00000, 978.201, 876.614, 973.574
6358, 0.00000, 925.83, 835.217, 926.519
6359, 0.00000, 867.056, 785.274, 858.921
6360, 0.00000, 838.175, 746.159, 813.69
6361, 0.00000, 820.337, 736.641, 798.691
6362, 0.00000, 724.437, 664.194, 733.63
6363, 0.00000, 718.739, 667.907, 737.747
6364, 0.00000, 749.477, 676.81, 741.4
6365, 0.00000, 767.24, 707.236, 772.161
6366, 0.00000, 831.05, 748.267, 821.981
6367, 0.00000, 895.682, 786.819, 894.374
6368, 0.00000, 857.518, 751.125, 853.733
6369, 0.00000, 951.348, 837.421, 944.289
6370, 0.00000, 1000.95, 890.986, 1008.74
6371, 0.00000, 1067.73, 947.028, 1050.76
6372, 0.00000, 1054.67, 946.435, 1054.38
6373, 0.00000, 1060.55, 954.821, 1067.4
6374, 0.00000, 1068.57, 969.913, 1066.06
6375, 0.00000, 1082.41, 979.71, 1071.87
6376, 0.00000, 1070.48, 961.279, 1073.34
6377, 0.00000, 1072.33, 979.112, 1075.44
6378, 0.00000, 1046.58, 949.284, 1047.41
6379, 0.00000, 1006.79, 909.164, 1011.49
6380, 0.00000, 1073.89, 987.752, 1106.96
6381, 0.00000, 998.111, 920.321, 1033.8
6382, 0.00000, 967.657, 869.596, 962.929
6383, 0.00000, 874.602, 792.109, 884.267
6384, 0.00000, 862.951, 767.49, 850.098
6385, 0.00000, 799.241, 723.642, 799.636
6386, 0.00000, 788.033, 712.064, 772.573
6387, 0.00000, 743.901, 680.901, 749.533
6388, 0.00000, 742.034, 666.37, 730.2
6389, 0.00000, 773.462, 696.064, 757.468
6390, 0.00000, 851.929, 764.241, 833.412
6391, 0.00000, 858.45, 759.461, 850.154
6392, 0.00000, 868.872, 765.507, 868.487
6393, 0.00000, 923.982, 819.223, 924.289
6394, 0.00000, 983.329, 877.175, 985.151
6395, 0.00000, 1026.05, 922.045, 1011.91
6396, 0.00000, 1044.69, 932.591, 1023.31
6397, 0.00000, 1083.54, 959.647, 1070.84
6398, 0.00000, 1078.99, 947.501, 1057.8
6399, 0.00000, 1106.31, 991.412, 1099.34
6400, 0.00000, 1145.16, 1037.98, 1140.49
6401, 0.00000, 1055.43, 952.374, 1050.84
6402, 0.00000, 1050.86, 948.213, 1049.99
6403, 0.00000, 1030.78, 911.593, 1002.81
6404, 0.00000, 1064.53, 957.24, 1051.1
6405, 0.00000, 986.113, 885.156, 978.101
6406, 0.00000, 951.142, 858.205, 934.092
6407, 0.00000, 885.259, 795.596, 873.227
6408, 0.00000, 817.766, 730.147, 806.86
6409, 0.00000, 761.964, 692.96, 739.038
6410, 0.00000, 762.14, 685.677, 748.93
6411, 0.00000, 774.222, 696.043, 764.977
6412, 0.00000, 769.692, 687.701, 764.562
6413, 0.00000, 760.917, 680.67, 757.985
6414, 0.00000, 810.215, 727.076, 798.752
6415, 0.00000, 874.555, 767.682, 863.617
6416, 0.00000, 885.98, 779.774, 865.973
6417, 0.00000, 911.835, 802.377, 900.153
6418, 0.00000, 980.176, 864.079, 970.672
6419, 0.00000, 1030.2, 922.91, 1012.41
6420, 0.00000, 1001.62, 901.288, 991.415
6421, 0.00000, 1019.12, 916.216, 1009.86
6422, 0.00000, 1050.74, 947.032, 1054.55
6423, 0.00000, 1070.3, 969.485, 1072.71
6424, 0.00000, 1009.23, 908.259, 1016.69
6425, 0.00000, 1014.93, 919.156, 1029.12
6426, 0.00000, 1005.27, 905.709, 1018.04
6427, 0.00000, 1004.86, 899.877, 999.559
6428, 0.00000, 1029.81, 941.865, 1034.64
6429, 0.00000, 972.249, 879.419, 989.098
6430, 0.00000, 903.418, 793.808, 890.227
6431, 0.00000, 840.484, 741.639, 819.704
6432, 0.00000, 807.616, 742.467, 819.653
6433, 0.00000, 730.487, 670.308, 759.772
6434, 0.00000, 701.216, 635.785, 687.622
6435, 0.00000, 697.288, 637.195, 709.903
6436, 0.00000, 698.55, 638.765, 711.036
6437, 0.00000, 720.174, 650.296, 723.518
6438, 0.00000, 811.296, 727.452, 812.674
6439, 0.00000, 852.671, 746.805, 844.084
6440, 0.00000, 838.483, 717.573, 832.024
6441, 0.00000, 887.737, 781.302, 891.441
6442, 0.00000, 926.302, 807.33, 931.986
6443, 0.00000, 947.317, 848.877, 969.958
6444, 0.00000, 994.519, 885.236, 1007.69
6445, 0.00000, 1019.95, 908.861, 1025.55
6446, 0.00000, 983.359, 879.634, 978.019
6447, 0.00000, 994.791, 887.911, 1007.09
6448, 0.00000, 1009.9, 893.862, 1015.23
6449, 0.00000, 996.19, 882.617, 993.241
6450, 0.00000, 945.586, 854.462, 945.257
6451, 0.00000, 969.287, 855.003, 952.954
6452, 0.00000, 995.842, 894.849, 992.7
6453, 0.00000, 923.024, 828.394, 926.551
6454, 0.00000, 884.315, 792.583, 876.233
6455, 0.00000, 848.913, 768.582, 839.887
6456, 0.00000, 795.813, 701.441, 779.142
6457, 0.00000, 788.774, 718.014, 777.183
6458, 0.00000, 716.867, 654.476, 723.525
6459, 0.00000, 728.53, 644.947, 704.954
6460, 0.00000, 701.841, 636.62, 696.402
6461, 0.00000, 740.033, 654.838, 733.767
6462, 0.00000, 737.913, 656.662, 750.859
6463, 0.00000, 721.697, 635.761, 713.044
6464, 0.00000, 727.723, 647.189, 743.03
6465, 0.00000, 813.712, 716.755, 802
6466, 0.00000, 853.348, 757.712, 876.609
6467, 0.00000, 930.318, 823.474, 921.539
6468, 0.00000, 978.322, 851.049, 978.391
6469, 0.00000, 960.891, 863.709, 952.566
6470, 0.00000, 954.525, 847.82, 950.646
6471, 0.00000, 963.227, 858.16, 973.297
6472, 0.00000, 983.536, 853.853, 963.175
6473, 0.00000, 949.157, 842.801, 937.39
6474, 0.00000, 903.337, 803.94, 893.382
6475, 0.00000, 927.115, 824.001, 926.407
6476, 0.00000, 966.716, 871.006, 948.043
6477, 0.00000, 915.733, 814.923, 908.153
6478, 0.00000, 863.824, 770.436, 867.64
6479, 0.00000, 815.032, 726.909, 807.065
6480, 0.00000, 811.742, 720.089, 800.125
6481, 0.00000, 758.362, 688.495, 755.794
6482, 0.00000, 756.689, 671.728, 737.758
6483, 0.00000, 700.064, 631.077, 685.272
6484, 0.00000, 729.152, 650.737, 709.273
6485, 0.00000, 697.013, 618.089, 677.282
6486, 0.00000, 725.495, 633.352, 697.727
6487, 0.00000, 699.12, 603.407, 684.195
6488, 0.00000, 718.187, 634.663, 725.168
6489, 0.00000, 757.505, 663.954, 748.642
6490, 0.00000, 903.921, 785.34, 884.17
6491, 0.00000, 890.288, 792.135, 878.825
6492, 0.00000, 885.274, 791.686, 906.899
6493, 0.00000, 924.935, 822.393, 931.029
6494, 0.00000, 911.639, 815.811, 926.941
6495, 0.00000, 969.615, 846.706, 965.593
6496, 0.00000, 943.258, 853.108, 964.038
6497, 0.00000, 983.584, 865.374, 973.461
6498, 0.00000, 933.296, 820.297, 942.828
6499, 0.00000, 999.779, 875.408, 978.479
6500, 0.00000, 1028.15, 868.171, 971.713
6501, 0.00000, 963.612, 846.752, 963.084
6502, 0.00000, 921.018, 789.43, 907.793
6503, 0.00000, 900.774, 737.159, 900.432
6504, 0.00000, 839.481, 717.64, 829.886
6505, 0.00000, 841.804, 689.24, 835.742
6506, 0.00000, 795.693, 672.046, 797.168
6507, 0.00000, 793.914, 653.044, 746.823
6508, 0.00000, 780.45, 659.275, 767.448
6509, 0.00000, 799.778, 662.624, 775.523
6510, 0.00000, 873.873, 743.162, 862.168
6511, 0.00000, 833.468, 710.56, 839.857
6512, 0.00000, 889.347, 728.273, 863.842
6513, 0.00000, 946.753, 829.038, 949.053
6514, 0.00000, 995.17, 841.335, 1004.43
6515, 0.00000, 1000.66, 886.131, 1040.01
6516, 0.00000, 986.836, 883.476, 1030.27
6517, 0.00000, 1012.91, 886.692, 1025.71
6518, 0.00000, 989.775, 888.651, 1034.17
6519, 0.00000, 1038.68, 933.199, 1030.08
6520, 0.00000, 1013.99, 909.121, 1021.29
6521, 0.00000, 1000.79, 894.549, 1021.93
6522, 0.00000, 976.362, 884.054, 986.76
6523, 0.00000, 1013.25, 917.62, 1028.76
6524, 0.00000, 1026.12, 898.318, 1005.4
6525, 0.00000, 1013.07, 894.623, 1016.03
6526, 0.00000, 942.212, 820.477, 933.801
6527, 0.00000, 919.348, 773.29, 885.427
6528, 0.00000, 835.784, 724.585, 842.176
6529, 0.00000, 835.877, 721.043, 829.119
6530, 0.00000, 793.517, 687.336, 776.309
6531, 0.00000, 834.419, 697.105, 803.406
6532, 0.00000, 773.698, 650.881, 755.464
6533, 0.00000, 799.877, 671.319, 782.156
6534, 0.00000, 927.457, 781.224, 890.253
6535, 0.00000, 899.014, 776.805, 890.352
6536, 0.00000, 906.156, 763.561, 892.935
6537, 0.00000, 979.498, 822.372, 965.961
6538, 0.00000, 990.944, 854.588, 1003.89
6539, 0.00000, 994.317, 873.794, 1010.75
6540, 0.00000, 1010.42, 905.791, 1017.62
6541, 0.00000, 1014.31, 892.566, 1007
6542, 0.00000, 1001.95, 876.343, 988.118
6543, 0.00000, 999.177, 881.536, 997.373
6544, 0.00000, 1007.24, 897.784, 998.55
6545, 0.00000, 977.215, 874.807, 967.737
6546, 0.00000, 930.557, 825.957, 924.136
6547, 0.00000, 960.601, 854.184, 993.283
6548, 0.00000, 952.433, 848.746, 964.419
6549, 0.00000, 912.555, 802.422, 921.649
6550, 0.00000, 870.985, 766.772, 868.63
6551, 0.00000, 811.267, 724.662, 820.153
6552, 0.00000, 772.359, 670.881, 775.985
6553, 0.00000, 701.574, 627.888, 713.312
6554, 0.00000, 702.067, 621.272, 700.635
6555, 0.00000, 705.504, 607.455, 691.595
6556, 0.00000, 679.91, 612.043, 676.746
6557, 0.00000, 700.305, 618.556, 692.228
6558, 0.00000, 818.397, 719.695, 794.312
6559, 0.00000, 794.464, 702.113, 799.821
6560, 0.00000, 802.355, 711.034, 789.393
6561, 0.00000, 860.731, 738.437, 855.037
6562, 0.00000, 941.141, 818.628, 946.224
6563, 0.00000, 908.656, 796.938, 929.4
6564, 0.00000, 925.071, 796.695, 915.419
6565, 0.00000, 943.423, 833.443, 942.657
6566, 0.00000, 971.365, 850.766, 953.226
6567, 0.00000, 950.005, 847.799, 926.493
6568, 0.00000, 954.699, 849.681, 949.161
6569, 0.00000, 927.381, 827.598, 922.591
6570, 0.00000, 913.039, 806.317, 914.398
6571, 0.00000, 948.727, 859.991, 955.037
6572, 0.00000, 936.785, 833.99, 946.341
6573, 0.00000, 891.821, 783.945, 872.386
6574, 0.00000, 824.257, 738.272, 828.474
6575, 0.00000, 799.742, 692.815, 772.854
6576, 0.00000, 743.798, 665.757, 751.929
6577, 0.00000, 757.41, 660.006, 729.994
6578, 0.00000, 701.978, 630.427, 683.071
6579, 0.00000, 704.339, 617.961, 699.255
6580, 0.00000, 686.955, 592.138, 671.94
6581, 0.00000, 717.062, 623.937, 700.086
6582, 0.00000, 849.007, 739.802, 846.574
6583, 0.00000, 839.481, 719.463, 816.48
6584, 0.00000, 830.321, 685.965, 813.997
6585, 0.00000, 863.164, 734.045, 866.153
6586, 0.00000, 894.059, 774.967, 913.124
6587, 0.00000, 915.11, 816.141, 929.873
6588, 0.00000, 959.875, 840.623, 948.269
6589, 0.00000, 926.336, 805.884, 911.85
6590, 0.00000, 928.087, 809.88, 915.896
6591, 0.00000, 917.971, 806.505, 920.957
6592, 0.00000, 935.391, 806.405, 932.612
6593, 0.00000, 915.462, 787.266, 893.462
6594, 0.00000, 907.842, 800.487, 901.207
6595, 0.00000, 913.198, 808.956, 910.352
6596, 0.00000, 937.235, 829.857, 936.328
6597, 0.00000, 869.072, 757.539, 837.32
6598, 0.00000, 801.63, 709.82, 791.433
6599, 0.00000, 809.94, 708.688, 797.617
6600, 0.00000, 717.609, 631.262, 701.388
6601, 0.00000, 667.038, 598.205, 668.607
6602, 0.00000, 656.255, 590.108, 660.016
6603, 0.00000, 682.045, 600.746, 666.561
6604, 0.00000, 663.711, 585.759, 660.451
6605, 0.00000, 683.669, 611.124, 666.991
6606, 0.00000, 801.145, 695.381, 768.389
6607, 0.00000, 790.803, 690.309, 780.72
6608, 0.00000, 788.245, 704.942, 810.165
6609, 0.00000, 863.37, 747.375, 851.459
6610, 0.00000, 889.178, 778.296, 889.212
6611, 0.00000, 915.054, 798.614, 884.77
6612, 0.00000, 943.666, 830.125, 943.193
6613, 0.00000, 991.933, 841.407, 972.626
6614, 0.00000, 909.647, 800.524, 908.074
6615, 0.00000, 960.785, 844.87, 953.588
6616, 0.00000, 940.472, 821.811, 917.038
6617, 0.00000, 942.262, 822.658, 910.118
6618, 0.00000, 921.075, 825.247, 926.399
6619, 0.00000, 929.369, 826.111, 945.306
6620, 0.00000, 913.604, 784.803, 886.026
6621, 0.00000, 873.165, 745.511, 851.516
6622, 0.00000, 834.037, 707.395, 817.888
6623, 0.00000, 749.898, 662.78, 733.483
6624, 0.00000, 742.345, 655.208, 731.283
6625, 0.00000, 723.382, 616.77, 710.558
6626, 0.00000, 709.826, 614.316, 691.583
6627, 0.00000, 666.239, 575.677, 650.892
6628, 0.00000, 704.617, 609.739, 674.007
6629, 0.00000, 728.945, 623.648, 680.267
6630, 0.00000, 789.871, 650.984, 734.078
6631, 0.00000, 815.087, 680.938, 797.78
6632, 0.00000, 763.78, 640.068, 785.837
6633, 0.00000, 839.748, 709.267, 846.335
6634, 0.00000, 833.431, 708.894, 830.93
6635, 0.00000, 917.926, 792.364, 922.546
6636, 0.00000, 898.032, 792.939, 902.583
6637, 0.00000, 909.59, 795.536, 904.238
6638, 0.00000, 934.148, 813.718, 912.451
6639, 0.00000, 927.875, 808.067, 913.128
6640, 0.00000, 897.966, 796.348, 894.041
6641, 0.00000, 846.828, 756.558, 843.396
6642, 0.00000, 864.298, 756.999, 851.256
6643, 0.00000, 877.734, 776.846, 878.779
6644, 0.00000, 898.721, 796.306, 885.066
6645, 0.00000, 886.723, 776.625, 860.219
6646, 0.00000, 850.009, 747.32, 848.278
6647, 0.00000, 816.249, 707.435, 796.142
6648, 0.00000, 777.964, 679.886, 774.121
6649, 0.00000, 770.776, 687.479, 777.973
6650, 0.00000, 694.996, 602.604, 688.904
6651, 0.00000, 698.35, 603.184, 675.635
6652, 0.00000, 714.831, 640.839, 726.549
6653, 0.00000, 712.302, 627.68, 717.757
6654, 0.00000, 738.049, 660.547, 748.76
6655, 0.00000, 670.977, 586.477, 673.792
6656, 0.00000, 747.655, 641.868, 738.308
6657, 0.00000, 770.489, 673.861, 793.398
6658, 0.00000, 884.377, 783.133, 894.25
6659, 0.00000, 868.509, 767.025, 900.206
6660, 0.00000, 885.703, 779.392, 894.909
6661, 0.00000, 880.159, 784.26, 882.493
6662, 0.00000, 913.972, 818.523, 923.113
6663, 0.00000, 944.945, 845.935, 944.752
6664, 0.00000, 944.267, 840.191, 930.967
6665, 0.00000, 944.416, 855.893, 961.041
6666, 0.00000, 922.597, 829.516, 938.967
6667, 0.00000, 979.189, 883.621, 974.658
6668, 0.00000, 976.575, 879.677, 979.246
6669, 0.00000, 954.113, 849.648, 938.532
6670, 0.00000, 912.34, 815.707, 888.32
6671, 0.00000, 844.835, 759.493, 819.033
6672, 0.00000, 783.443, 712.786, 781.299
6673, 0.00000, 777.934, 695.672, 772.864
6674, 0.00000, 749.04, 659.902, 729.534
6675, 0.00000, 695.572, 624.557, 693.733
6676, 0.00000, 712.091, 641.598, 707.647
6677, 0.00000, 722.715, 656.326, 731.769
6678, 0.00000, 775.894, 697.85, 774.266
6679, 0.00000, 786.069, 697.634, 778.153
6680, 0.00000, 796.82, 710.009, 817.894
6681, 0.00000, 845.127, 756.465, 863.99
6682, 0.00000, 929.061, 819.529, 926.272
6683, 0.00000, 950.341, 839.803, 964.752
6684, 0.00000, 975.681, 876.326, 961.061
6685, 0.00000, 997.074, 900.36, 1005.77
6686, 0.00000, 1005.5, 902.677, 1015.47
6687, 0.00000, 1080.07, 965.765, 1088.97
6688, 0.00000, 962.334, 879.536, 969.338
6689, 0.00000, 1007.21, 898.134, 1005.71
6690, 0.00000, 984.743, 898.298, 1009.06
6691, 0.00000, 959.57, 868.606, 962.058
6692, 0.00000, 1051.49, 953.711, 1067.29
6693, 0.00000, 956.72, 850.992, 946.113
6694, 0.00000, 927.868, 810.423, 900.933
6695, 0.00000, 885.045, 800.024, 878.755
6696, 0.00000, 854.375, 776.344, 836.727
6697, 0.00000, 800.79, 715.8, 803.475
6698, 0.00000, 791.792, 707.764, 800.009
6699, 0.00000, 794.939, 693.542, 785.723
6700, 0.00000, 770.013, 699.551, 777.288
6701, 0.00000, 804.203, 738.185, 813.14
6702, 0.00000, 867.545, 751.73, 856.594
6703, 0.00000, 936.755, 840.752, 977.8
6704, 0.00000, 914.608, 798.474, 947.063
6705, 0.00000, 1020.48, 855.048, 1009.56
6706, 0.00000, 1063.12, 903.71, 1070.29
6707, 0.00000, 1039.41, 917.864, 1090.22
6708, 0.00000, 1047.07, 933.974, 1086.67
6709, 0.00000, 1091.06, 937.043, 1069.46
6710, 0.00000, 1076.58, 894.411, 1060.57
6711, 0.00000, 1062.78, 905.069, 1057.34
6712, 0.00000, 1054.08, 860.15, 1041.99
6713, 0.00000, 982.783, 848.681, 992.902
6714, 0.00000, 988.525, 812.773, 1000.92
6715, 0.00000, 1064.42, 891.041, 1094.25
6716, 0.00000, 1057.93, 892.423, 1048.67
6717, 0.00000, 1034.48, 894.495, 1024.95
6718, 0.00000, 996.996, 860.668, 979.81
6719, 0.00000, 917.409, 790.395, 934.846
6720, 0.00000, 913.965, 756.521, 906.254
6721, 0.00000, 880.093, 725.655, 847.351
6722, 0.00000, 844.678, 704.467, 814.383
6723, 0.00000, 815.15, 668.864, 800.366
6724, 0.00000, 819.101, 666.965, 807.509
6725, 0.00000, 889.443, 717.268, 849.002
6726, 0.00000, 966.591, 798.077, 952.766
6727, 0.00000, 999.46, 863.195, 1012.88
6728, 0.00000, 985.228, 834.316, 1014.75
6729, 0.00000, 975.633, 827.822, 1004.13
6730, 0.00000, 1034.5, 887.212, 1069.51
6731, 0.00000, 1011.76, 852.485, 1018.42
6732, 0.00000, 1047.2, 884.258, 1015.83
6733, 0.00000, 996.739, 837.415, 991.405
6734, 0.00000, 968.608, 827.178, 959.05
6735, 0.00000, 964.614, 813.849, 956.128
6736, 0.00000, 934.484, 799.92, 912.333
6737, 0.00000, 934.987, 800.199, 916.979
6738, 0.00000, 898.541, 769.033, 895.034
6739, 0.00000, 913.693, 822.713, 938.506
6740, 0.00000, 991.165, 857.324, 956.489
6741, 0.00000, 939.726, 760.927, 895.034
6742, 0.00000, 859.283, 732.703, 835.47
6743, 0.00000, 815.604, 695.343, 800.715
6744, 0.00000, 750.164, 635.995, 744.877
6745, 0.00000, 739.482, 621.273, 726.695
6746, 0.00000, 753.795, 629.701, 732.046
6747, 0.00000, 693.129, 591.665, 672.574
6748, 0.00000, 729.151, 619.539, 699.382
6749, 0.00000, 760.334, 643.237, 722.959
6750, 0.00000, 872.471, 703.017, 849.885
6751, 0.00000, 918.617, 760.46, 889.618
6752, 0.00000, 870.526, 722.729, 898.528
6753, 0.00000, 934.238, 789.413, 900.402
6754, 0.00000, 930.78, 804.963, 936.953
6755, 0.00000, 934.308, 823.017, 938.96
6756, 0.00000, 947.5, 838.653, 944.494
6757, 0.00000, 934.554, 838.746, 956.891
6758, 0.00000, 935.811, 816.096, 923.931
6759, 0.00000, 945.058, 837.937, 946.391
6760, 0.00000, 937.699, 835.434, 943.127
6761, 0.00000, 928.614, 817.622, 923.277
6762, 0.00000, 882.185, 766.673, 873.236
6763, 0.00000, 923.072, 815.498, 908.26
6764, 0.00000, 893.258, 782.228, 879.958
6765, 0.00000, 864.186, 761.035, 858.908
6766, 0.00000, 832.105, 734.748, 840.497
6767, 0.00000, 755.782, 681.286, 776.861
6768, 0.00000, 711.486, 624.917, 698.131
6769, 0.00000, 700.831, 609.526, 686.053
6770, 0.00000, 676.183, 587.917, 666.028
6771, 0.00000, 653.316, 568.663, 643.424
6772, 0.00000, 699.157, 605.503, 663.985
6773, 0.00000, 677.792, 580.353, 665.325
6774, 0.00000, 798.025, 687.552, 783.611
6775, 0.00000, 800.823, 696.964, 807.475
6776, 0.00000, 836.315, 718.896, 831.599
6777, 0.00000, 832.437, 724.75, 816.125
6778, 0.00000, 908.899, 778.281, 888.125
6779, 0.00000, 993.519, 860.896, 968.842
6780, 0.00000, 980.471, 866.258, 982.539
6781, 0.00000, 979.964, 877.404, 961.271
6782, 0.00000, 999.342, 867.798, 973.081
6783, 0.00000, 998.105, 881.221, 969.642
6784, 0.00000, 1001.23, 871.784, 981.681
6785, 0.00000, 967.091, 847.91, 960.304
6786, 0.00000, 907.095, 813.018, 902.892
6787, 0.00000, 947.683, 848.058, 941.676
6788, 0.00000, 954.673, 846.771, 948.796
6789, 0.00000, 890.206, 796.215, 882.605
6790, 0.00000, 845.051, 760.665, 827.282
6791, 0.00000, 835.266, 740.2, 821.084
